0,9.81165084504082e-09
0.9765625,9.81253938665772e-09
1.953125,9.81520610282126e-09
2.9296875,9.8196542716936e-09
3.90625,9.82588937069428e-09
4.8828125,9.83391909636891e-09
5.859375,9.84375339071394e-09
6.8359375,9.85540447292583e-09
7.8125,9.86888687578246e-09
8.7890625,9.88421748632205e-09
9.765625,9.90141559105843e-09
10.7421875,9.92050292653028e-09
11.71875,9.94150373639646e-09
12.6953125,9.96444483646036e-09
13.671875,9.989355688893e-09
14.6484375,1.00162684865491e-08
15.625,1.00452182477217e-08
16.6015625,1.00762429210909e-08
17.578125,1.01093835001317e-08
18.5546875,1.01446841459848e-08
19.53125,1.0182192317824e-08
20.5078125,1.02219589100808e-08
21.484375,1.02640383964237e-08
22.4609375,1.03084889810027e-08
23.4375,1.03553727579852e-08
24.4140625,1.04047558806616e-08
25.390625,1.04567087412829e-08
26.3671875,1.05113061622618e-08
27.34375,1.05686275984877e-08
28.3203125,1.06287573493965e-08
29.296875,1.06917847782801e-08
30.2734375,1.07578045352905e-08
31.25,1.08269167798012e-08
32.2265625,1.08992273972546e-08
33.203125,1.0974848205242e-08
34.1796875,1.10538971431079e-08
35.15625,1.1136498438535e-08
36.1328125,1.12227827430266e-08
37.109375,1.13128872256676e-08
38.0859375,1.14069556108326e-08
39.0625,1.15051381405664e-08
40.0390625,1.16075914362719e-08
41.015625,1.17144782272614e-08
41.9921875,1.18259669058186e-08
42.96875,1.19422308597751e-08
43.9453125,1.20634475241582e-08
44.921875,1.21897970830122e-08
45.8984375,1.23214607407656e-08
46.875,1.24586184693423e-08
47.8515625,1.26014461228193e-08
48.828125,1.27501117966938e-08
49.8046875,1.29047712955973e-08
50.78125,1.30655625645602e-08
51.7578125,1.32325989387717e-08
52.734375,1.34059610801235e-08
53.7109375,1.35856875008265e-08
54.6875,1.37717636295936e-08
55.6640625,1.39641094572215e-08
56.640625,1.41625659060708e-08
57.6171875,1.43668801986084e-08
58.59375,1.45766906464122e-08
59.5703125,1.47915114315004e-08
60.546875,1.50107180920362e-08
61.5234375,1.52335345381635e-08
62.5,1.54590224950862e-08
63.4765625,1.56860742861199e-08
64.453125,1.59134098195151e-08
65.4296875,1.61395785266956e-08
66.40625,1.63629668202667e-08
67.3828125,1.65818114084094e-08
68.359375,1.67942185340924e-08
69.3359375,1.69981889223741e-08
70.3125,1.71916479376022e-08
71.2890625,1.73724801941708e-08
72.265625,1.75385676463642e-08
73.2421875,1.76878300171667e-08
74.21875,1.78182663203134e-08
75.1953125,1.79279961869314e-08
76.171875,1.80152997260049e-08
77.1484375,1.80786547210026e-08
78.125,1.81167700849223e-08
79.1015625,1.81286146524533e-08
80.078125,1.81134405696841e-08
81.0546875,1.80708007372961e-08
82.03125,1.80005599615086e-08
83.0078125,1.79028996581833e-08
83.984375,1.77783161310324e-08
84.9609375,1.7627612598291e-08
85.9375,1.74518852692794e-08
86.9140625,1.72525038712993e-08
87.890625,1.7031087099238e-08
88.8671875,1.67894735087357e-08
89.84375,1.65296884048772e-08
90.8203125,1.62539073002364e-08
91.796875,1.59644165381534e-08
92.7734375,1.56635717090995e-08
93.75,1.53537545385944e-08
94.7265625,1.50373290004657e-08
95.703125,1.47165975110438e-08
96.6796875,1.43937581839255e-08
97.65625,1.40708642597656e-08
98.6328125,1.37497869521564e-08
99.609375,1.34321830433371e-08
100.5859375,1.31194685925814e-08
101.5625,1.28128000563125e-08
102.5390625,1.25130639391369e-08
103.515625,1.22208757882313e-08
104.4921875,1.19365889165185e-08
105.46875,1.16603127195037e-08
106.4453125,1.13919398817195e-08
107.421875,1.1131181209481e-08
108.3984375,1.08776063386129e-08
109.375,1.06306882033205e-08
110.3515625,1.03898489529562e-08
111.328125,1.0154504981754e-08
112.3046875,9.92410888329462e-09
113.28125,9.69818642684101e-09
114.2578125,9.47636703398312e-09
115.234375,9.25840666408346e-09
116.2109375,9.04420245244697e-09
117.1875,8.83379885234134e-09
118.1640625,8.62738539043916e-09
119.140625,8.42528644793106e-09
120.1171875,8.22794373117025e-09
121.09375,8.03589230916516e-09
122.0703125,7.84973128708756e-09
123.046875,7.67009037025505e-09
124.0234375,7.49759376012261e-09
125,7.33282300976983e-09
125.9765625,7.17628063413924e-09
126.953125,7.02835638865636e-09
127.9296875,6.88929815754411e-09
128.90625,6.75918928727211e-09
129.8828125,6.6379339287498e-09
130.859375,6.52525150482746e-09
131.8359375,6.42068082054393e-09
132.8125,6.32359363951919e-09
133.7890625,6.23321684399683e-09
134.765625,6.14866167058655e-09
135.7421875,6.06895804977947e-09
136.71875,5.99309182681574e-09
137.6953125,5.92004261791386e-09
138.671875,5.84882023514591e-09
139.6484375,5.77849794379822e-09
140.625,5.70824123353369e-09
141.6015625,5.63733122630033e-09
142.578125,5.56518225896736e-09
143.5546875,5.49135353343627e-09
144.53125,5.41555500501025e-09
145.5078125,5.33764787884105e-09
146.484375,5.25764021183226e-09
147.4609375,5.17567818652557e-09
148.4375,5.09203364947939e-09
149.4140625,5.00708850468444e-09
150.390625,4.92131653658967e-09
151.3671875,4.83526321934296e-09
152.34375,4.74952405854941e-09
153.3203125,4.66472201604401e-09
154.296875,4.58148459016307e-09
